Date,Open,High,Low,Close,Adj Close,Volume
24/07/91,25.1875,25.34375,25,25.1875,9.383792,4326400
25/07/91,25.3125,25.40625,25.125,25.125,9.360509,3378000
26/07/91,25.15625,25.25,25.03125,25.125,9.360509,2560800
29/07/91,25.125,25.34375,25.09375,25.34375,9.442008,3324400
30/07/91,25.4375,25.5,25.09375,25.40625,9.465285,4320400
31/07/91,25.46875,25.53125,25.28125,25.3125,9.430363,3488400
01/08/91,25.25,25.4375,25.1875,25.3125,9.430363,3612000
02/08/91,25.375,25.40625,25.0625,25.09375,9.348867,3568800
05/08/91,25.09375,25.3125,25.09375,25.25,9.407077,4984800
06/08/91,25.0625,25.1875,24.90625,25.09375,9.819419,5603600
07/08/91,25.09375,25.125,24.75,24.75,9.684905,4641200
08/08/91,24.78125,24.9375,24.75,24.8125,9.709365,4236800
09/08/91,24.8125,24.90625,24.6875,24.71875,9.672684,3362000
12/08/91,24.71875,24.875,24.65625,24.65625,9.648227,3134000
13/08/91,24.75,24.96875,24.59375,24.75,9.684905,5090800
14/08/91,24.84375,24.84375,24.59375,24.625,9.635992,4486000
15/08/91,24.625,24.75,24.53125,24.59375,9.623768,3213200
16/08/91,24.59375,24.65625,24.125,24.125,9.44034,6723600
19/08/91,23.3125,23.90625,23,23.75,9.293596,12080400
20/08/91,24.0625,24.0625,23.78125,23.9375,9.366967,6522800
21/08/91,24.03125,24.09375,23.5,23.90625,9.354741,11312400
22/08/91,23.90625,24.09375,23.53125,23.59375,9.232454,8662000
23/08/91,23.59375,24.03125,23.59375,23.71875,9.28137,6816400
26/08/91,23.78125,23.90625,23.6875,23.78125,9.305822,3581200
27/08/91,23.8125,23.90625,23.65625,23.8125,9.318054,5034400
28/08/91,23.78125,23.8125,23.5625,23.625,9.244685,6466800
29/08/91,23.6875,23.96875,23.5,23.875,9.342513,8977200
30/08/91,23.9375,24.28125,23.9375,24.21875,9.477031,5368400
03/09/91,24.4375,24.71875,24.40625,24.5,9.587082,6633600
04/09/91,24.59375,24.8125,24.40625,24.65625,9.648227,6405600
05/09/91,24.65625,24.78125,24.40625,24.5625,9.61154,3978000
06/09/91,24.5625,24.90625,24.4375,24.84375,9.721597,5224400
09/09/91,24.875,25.28125,24.875,25.25,9.880561,4731600
10/09/91,25.3125,25.3125,24.8125,24.90625,9.746047,6790400
11/09/91,25,25.34375,24.90625,25.34375,9.917248,6351600
12/09/91,25.59375,26,25.5625,26,10.174042,8956400
13/09/91,25.90625,25.9375,25.375,25.71875,10.06399,7562000
16/09/91,25.71875,26.09375,25.71875,25.90625,10.13736,7364400
17/09/91,25.84375,26.21875,25.8125,26.21875,10.259648,5577200
18/09/91,26.125,26.375,26.125,26.34375,10.308556,5658400
19/09/91,26.34375,26.59375,26.1875,26.21875,10.259648,6975200
20/09/91,26.21875,26.28125,26,26.0625,10.198503,7539200
23/09/91,26.0625,26.15625,26.03125,26.15625,10.235187,3130400
24/09/91,26.21875,26.46875,26.03125,26.46875,10.357471,5996800
25/09/91,26.40625,26.4375,26.1875,26.25,10.271873,3209200
26/09/91,26.125,26.4375,26.0625,26.21875,10.259648,3786800
27/09/91,26.15625,26.34375,25.5,25.5625,10.002848,6364400
30/09/91,25.59375,26.0625,25.3125,25.90625,10.13736,4936400
01/10/91,25.90625,25.9375,25.625,25.65625,10.039532,2809200
02/10/91,25.625,25.625,25.1875,25.28125,9.892788,4178800
03/10/91,25.21875,25.25,24.75,24.75,9.684905,5180000
04/10/91,24.78125,24.90625,24.53125,24.5625,9.61154,5280800
07/10/91,24.59375,24.84375,24.5625,24.71875,9.672684,5110400
08/10/91,24.78125,24.84375,24.40625,24.5,9.587082,5755200
09/10/91,24.4375,24.5625,24.1875,24.3125,9.513707,7638000
10/10/91,24.40625,24.96875,24.25,24.9375,9.75828,5668800
11/10/91,25,25.125,24.875,24.96875,9.770504,3574400
14/10/91,24.8125,25.40625,24.78125,25.3125,9.905016,3164000
15/10/91,25.46875,26.1875,24.9375,26.0625,10.198503,12134400
16/10/91,25.9375,25.9375,25.34375,25.40625,9.941705,8103600
17/10/91,25.25,25.3125,24.84375,24.96875,9.770504,6527600
18/10/91,25,25.09375,24.90625,25.09375,9.819419,5262800
21/10/91,25.0625,25.25,24.96875,25.0625,9.807188,3765200
22/10/91,25.0625,25.125,24.625,24.625,9.635992,4621600
23/10/91,24.65625,24.6875,24.3125,24.625,9.635992,6324000
24/10/91,24.5,24.78125,24.40625,24.5625,9.61154,3886400
25/10/91,24.5625,24.65625,24.375,24.5,9.587082,3980400
28/10/91,24.5625,24.65625,24.5,24.5625,9.61154,3588800
29/10/91,24.59375,24.84375,24.375,24.71875,9.672684,4721600
30/10/91,24.75,25.0625,24.71875,25.0625,9.807188,6108400
31/10/91,25.03125,25.09375,24.5625,24.5625,9.61154,4530000
01/11/91,24.59375,24.84375,24.4375,24.59375,9.623768,8552000
04/11/91,24.25,24.4375,24.15625,24.25,9.980272,4563600
05/11/91,24.3125,24.4375,24.15625,24.15625,9.941692,4686400
06/11/91,24.1875,24.3125,24.09375,24.15625,9.941692,4031200
07/11/91,24.59375,25,24.5625,24.96875,10.276086,7596800
08/11/91,25.25,25.34375,25,25.0625,10.314667,5540000
11/11/91,25.03125,25.1875,24.96875,25.03125,10.301805,2657200
12/11/91,25.0625,25.15625,24.78125,24.84375,10.224642,4600000
13/11/91,24.65625,24.78125,24.59375,24.71875,10.173196,3690400
14/11/91,24.78125,25.03125,24.59375,25,10.288944,4410000
15/11/91,25,25.03125,24,24.0625,9.903108,7829200
18/11/91,24.21875,24.4375,24.0625,24.3125,10.005998,6846000
19/11/91,24.15625,24.1875,23.75,24.125,9.92883,8497200
20/11/91,24.25,24.34375,23.84375,23.875,9.825944,5392800
21/11/91,23.78125,24.1875,23.78125,23.84375,9.813084,6108000
22/11/91,23.84375,24,23.65625,23.6875,9.748775,5471200
25/11/91,23.75,23.90625,23.65625,23.78125,9.787358,4254000
26/11/91,23.90625,24.53125,23.65625,24.46875,10.070308,7790800
27/11/91,24.15625,24.28125,23.53125,23.5625,9.697333,7215600
29/11/91,23.46875,23.46875,23.09375,23.125,9.517277,6569600
02/12/91,22.78125,23.09375,22.65625,23.0625,9.491547,9391200
03/12/91,22.9375,23.03125,22.75,22.8125,9.388664,6254400
04/12/91,22.84375,22.875,22.5,22.5,9.260053,9360000
05/12/91,22.53125,22.78125,22.53125,22.5625,9.28577,7571200
06/12/91,22.5,22.5625,22.25,22.25,9.157161,10786400
09/12/91,22.34375,22.4375,21.15625,21.28125,8.758467,15580400
10/12/91,21.34375,21.625,20.875,21.5625,8.874215,20028000
11/12/91,21.75,21.96875,21.40625,21.9375,9.028551,10360800
12/12/91,22.125,22.3125,22,22.15625,9.118578,8372400
13/12/91,22.1875,22.21875,21.8125,22,9.054273,7117200
16/12/91,21.9375,22,21.6875,21.71875,8.938521,5168400
17/12/91,21.6875,21.75,21.3125,21.375,8.79705,5928000
18/12/91,21.375,21.71875,21.21875,21.5625,8.874215,7624000
19/12/91,21.40625,21.46875,21.125,21.21875,8.732739,7609600
20/12/91,21.5,21.5625,21.25,21.4375,8.822769,12893200
23/12/91,21.46875,22.125,21.375,22.0625,9.079999,9367200
24/12/91,22.0625,22.5,21.96875,22.0625,9.079999,6876800
26/12/91,22.0625,22.21875,21.875,22.0625,9.079999,4915200
27/12/91,22.09375,22.40625,22.09375,22.34375,9.195742,6164000
30/12/91,22.4375,22.6875,22.28125,22.59375,9.29864,7784800
31/12/91,22.53125,22.78125,22.21875,22.25,9.157161,7626000
02/01/92,22.25,22.65625,22.21875,22.5625,9.28577,7123600
03/01/92,22.5625,22.78125,22.5,22.59375,9.29864,5802400
06/01/92,22.75,23.28125,22.71875,23.0625,9.491547,8794000
07/01/92,23,23.6875,22.96875,23.65625,9.735917,7892000
08/01/92,23.5,23.75,23.0625,23.09375,9.504416,10063600
09/01/92,23.15625,23.5625,22.8125,22.8125,9.388664,8160400
10/01/92,22.84375,23.125,22.65625,22.71875,9.350077,6446000
13/01/92,22.6875,22.71875,22.4375,22.5625,9.28577,5333200
14/01/92,22.59375,23.125,22.5625,23.09375,9.504416,5353600
15/01/92,23.5,23.9375,23.375,23.84375,9.813084,12415600
16/01/92,23.78125,24.28125,23.75,23.875,9.825944,9012800
17/01/92,23.75,24.53125,23.15625,24.09375,9.915972,14328000
20/01/92,24.0625,24.09375,23.8125,23.8125,9.800223,4839600
21/01/92,23.8125,23.875,23.21875,23.21875,9.555854,5705600
22/01/92,23.21875,23.90625,23.21875,23.90625,9.838805,5093600
23/01/92,23.875,23.96875,23.3125,23.375,9.620161,5356800
24/01/92,23.40625,23.5625,23.28125,23.28125,9.581586,4221200
27/01/92,23.375,23.5,23.34375,23.4375,9.645886,2872000
28/01/92,23.46875,23.5,23.21875,23.3125,9.59444,3914000
29/01/92,23.1875,23.53125,22.90625,22.96875,9.452966,5754400
30/01/92,23.03125,23.125,22.84375,22.9375,9.440109,4190400
31/01/92,22.96875,23,22.5,22.5,9.260053,5962000
03/02/92,22.5,22.84375,22.3125,22.84375,9.401523,6077200
04/02/92,22.78125,23.0625,22.5,23.0625,9.491547,6010400
05/02/92,22.9375,23.03125,22.75,22.8125,9.388664,6530000
06/02/92,22.59375,22.71875,22.40625,22.46875,9.76515,5606800
07/02/92,22.5,22.59375,22.15625,22.3125,9.697233,6896800
10/02/92,22.40625,22.46875,22.28125,22.4375,9.75156,3783200
11/02/92,22.4375,22.71875,22.4375,22.5625,9.805888,4522800
12/02/92,22.625,23.09375,22.46875,23.03125,10.009611,6326000
13/02/92,23.1875,23.3125,22.53125,22.6875,9.860215,7816000
14/02/92,22.625,22.78125,22.375,22.4375,9.75156,5180400
18/02/92,22.5,22.78125,22.28125,22.40625,9.737981,5258000
19/02/92,22.5,22.6875,22.34375,22.40625,9.737981,4593600
20/02/92,22.4375,22.65625,22.28125,22.4375,9.75156,5452800
21/02/92,22.4375,22.59375,22.3125,22.46875,9.76515,5784400
24/02/92,22.46875,22.5625,22.1875,22.34375,9.710815,4226000
25/02/92,22.3125,22.3125,22.03125,22.0625,9.588586,6319200
26/02/92,22.09375,22.15625,21.90625,22.0625,9.588586,6221200
27/02/92,22,22.09375,21.875,21.9375,9.534258,5926400
28/02/92,22.09375,22.15625,21.65625,21.71875,9.439185,6988800
02/03/92,21.71875,21.9375,21.5625,21.875,9.507093,5765600
03/03/92,21.90625,22.15625,21.78125,22.0625,9.588586,6309200
04/03/92,22.0625,22.40625,21.84375,21.84375,9.493514,7210000
05/03/92,21.6875,22.03125,21.625,21.65625,9.412024,6630800
06/03/92,21.6875,21.8125,21.5,21.59375,9.384864,7251200
09/03/92,21.59375,21.84375,21.28125,21.84375,9.493514,6315200
10/03/92,21.9375,22.09375,21.875,21.96875,9.547842,5055200
11/03/92,21.96875,22.09375,21.78125,21.9375,9.534258,4870400
12/03/92,21.90625,22.28125,21.90625,22.28125,9.683655,5398800
13/03/92,22.5625,22.5625,22.28125,22.40625,9.737981,5373600
16/03/92,22.3125,22.40625,22.0625,22.1875,9.642912,3903200
17/03/92,22.1875,22.21875,21.84375,21.90625,9.520674,5886800
18/03/92,21.84375,22.125,21.8125,21.875,9.507093,4292400
19/03/92,21.46875,21.78125,21.40625,21.46875,9.330533,7691600
20/03/92,21.46875,21.65625,21.4375,21.53125,9.357697,7849600
23/03/92,21.5,21.6875,21.40625,21.40625,9.303372,4996000
24/03/92,21.4375,21.5,21.25,21.3125,9.262626,7334000
25/03/92,21.28125,21.5,21.1875,21.28125,9.249045,5261200
26/03/92,21.34375,21.34375,21.03125,21.03125,9.140388,6360400
27/03/92,21,21.09375,20.78125,20.8125,9.045321,8572400
30/03/92,20.84375,20.96875,20.78125,20.84375,9.058901,5402000
31/03/92,20.84375,21.21875,20.84375,20.875,9.072482,6479200
01/04/92,20.875,20.875,20.6875,20.71875,9.00458,7874400
02/04/92,20.8125,20.875,20.46875,20.5625,8.936671,8291200
03/04/92,20.53125,20.59375,20.4375,20.4375,8.882344,6910000
06/04/92,20.5,20.78125,20.40625,20.78125,9.031742,5685200
07/04/92,20.84375,21.21875,20.5625,20.59375,8.950253,7705600
08/04/92,20.65625,21.25,20.65625,21.21875,9.221882,12080400
09/04/92,21.34375,21.46875,21.15625,21.28125,9.249045,9102400
10/04/92,21.40625,21.53125,21.125,21.5,9.344117,8211600
13/04/92,21.53125,21.875,21.46875,21.875,9.507093,6849200
14/04/92,22.375,22.4375,22,22.0625,9.588586,13266400
15/04/92,22.1875,22.21875,21.90625,22.125,9.615751,8862400
16/04/92,22.125,22.15625,21.875,22.15625,9.629331,8252400
20/04/92,22.125,22.4375,22.0625,22.375,9.724399,7171200
21/04/92,22.40625,22.5625,22.375,22.5,9.77872,8468800
22/04/92,22.46875,22.53125,22.40625,22.53125,9.792306,5299600
23/04/92,22.5,22.65625,22.25,22.3125,9.697233,5901600
24/04/92,22.28125,22.3125,22.03125,22.03125,9.575,3972400
27/04/92,21.96875,22.1875,21.9375,22.03125,9.575,4003600
28/04/92,22.03125,22.125,21.84375,22.125,9.615751,4435600
29/04/92,22.21875,22.21875,21.9375,22.03125,9.575,5074400
30/04/92,22.125,22.6875,22.0625,22.6875,9.860215,6727600
01/05/92,22.8125,23.03125,22.59375,22.65625,9.846635,8297600
04/05/92,23.125,23.25,23.03125,23.125,10.050359,9364800
05/05/92,23.125,23.5,23.09375,23.46875,10.199753,8179600
06/05/92,23.5,23.53125,23.28125,23.34375,10.145427,8116400
07/05/92,23.1875,23.53125,23.1875,23.4375,10.743027,7582800
08/05/92,23.53125,23.5625,23.28125,23.28125,10.671407,5698800
11/05/92,23.375,23.59375,23.34375,23.46875,10.757353,6591200
12/05/92,23.4375,23.46875,23.25,23.375,10.714382,5132000
13/05/92,23.375,23.40625,23.09375,23.09375,10.585462,5552800
14/05/92,23.03125,23.0625,22.75,22.9375,10.513842,5878000
15/05/92,22.84375,23.03125,22.78125,22.90625,10.49952,6408400
18/05/92,22.90625,22.96875,22.625,22.6875,10.39925,4679600
19/05/92,22.71875,23.125,22.65625,23.125,10.599784,4916000
20/05/92,23.09375,23.1875,22.875,22.90625,10.49952,4626000
21/05/92,22.84375,22.90625,22.65625,22.875,10.485191,3735600
22/05/92,22.875,23.0625,22.8125,22.9375,10.513842,3357600
26/05/92,22.8125,22.875,22.59375,22.625,10.370603,3876400
27/05/92,22.59375,22.75,22.53125,22.71875,10.413573,3630000
28/05/92,22.71875,22.875,22.59375,22.78125,10.44222,3252000
29/05/92,22.84375,23,22.6875,22.6875,10.39925,4138800
01/06/92,22.625,22.8125,22.53125,22.65625,10.384923,4687200
02/06/92,22.65625,22.75,22.59375,22.65625,10.384923,4106400
03/06/92,22.65625,22.6875,22.4375,22.4375,10.284657,4516400
04/06/92,22.40625,22.4375,22.21875,22.25,10.198712,4184000
05/06/92,22.15625,22.6875,22.0625,22.59375,10.356278,6172800
08/06/92,22.59375,22.8125,22.59375,22.75,10.427896,3882400
09/06/92,22.75,22.75,22.59375,22.65625,10.384923,3520400
10/06/92,22.625,22.78125,22.53125,22.53125,10.327627,7176400
11/06/92,22.625,23.03125,22.59375,23,10.542489,7861600
12/06/92,23.125,23.46875,23.0625,23.25,10.657082,11170400
15/06/92,23.125,23.53125,23.125,23.53125,10.785998,7490800
16/06/92,23.5,23.5,23.21875,23.28125,10.671407,6823200
17/06/92,23.21875,23.46875,23.03125,23.15625,10.614111,7372800
18/06/92,23.34375,23.96875,23.28125,23.625,10.82897,12766800
19/06/92,23.75,23.875,23.6875,23.75,10.88627,9402000
22/06/92,23.6875,23.84375,23.65625,23.8125,10.914916,7436800
23/06/92,23.875,24.09375,23.8125,23.96875,10.986533,8334400
24/06/92,24.09375,24.46875,24.0625,24.40625,11.187075,8484400
25/06/92,24.40625,24.5625,24.15625,24.28125,11.129773,7344000
26/06/92,24.1875,24.34375,24.125,24.3125,11.144099,4185600
29/06/92,24.46875,24.65625,24.4375,24.65625,11.301667,5179600
30/06/92,24.65625,24.65625,24.4375,24.46875,11.215719,4276000
01/07/92,24.46875,24.625,24.4375,24.5625,11.258694,6107600
02/07/92,24.5625,24.5625,24.21875,24.21875,11.101127,5085200
06/07/92,24.28125,24.5625,24.25,24.53125,11.244364,4594800
07/07/92,24.53125,24.6875,24.15625,24.1875,11.086803,5414400
08/07/92,24.1875,24.46875,24.1875,24.46875,11.215719,5013200
09/07/92,24.4375,24.59375,24.375,24.375,11.172748,4561600
10/07/92,24.4375,24.46875,24.125,24.40625,11.187075,3664400
13/07/92,24.5,24.71875,24.40625,24.46875,11.215719,4772800
14/07/92,24.46875,24.59375,24.375,24.46875,11.215719,3684000
15/07/92,24.5,24.84375,24.5,24.8125,11.373285,8332000
16/07/92,24.75,25.09375,24.75,25.0625,11.487879,10243600
17/07/92,24.25,24.34375,23.65625,23.75,10.88627,23750000
20/07/92,23.3125,23.34375,23.1875,23.21875,10.642758,11625200
21/07/92,23.28125,23.5625,23.21875,23.4375,10.743027,7960400
22/07/92,23.375,23.5,23.125,23.125,10.599784,6144400
23/07/92,23.1875,23.3125,23.15625,23.1875,10.628436,4278400
24/07/92,23.15625,23.40625,23.09375,23.1875,10.628436,6149200
27/07/92,23.1875,23.3125,23.09375,23.09375,10.585462,3493200
28/07/92,23.15625,23.5,23.09375,23.4375,10.743027,4620400
29/07/92,23.65625,23.71875,23.5625,23.59375,10.814642,6348800
30/07/92,23.59375,23.875,23.59375,23.84375,10.92924,4461200
31/07/92,23.71875,23.78125,23.625,23.6875,10.857621,3285600
03/08/92,23.625,23.8125,23.59375,23.71875,10.871944,2655600
04/08/92,23.6875,23.71875,23.5625,23.5625,10.800327,2539200
05/08/92,23.15625,23.25,22.84375,22.90625,10.49952,10568800
06/08/92,22.5,22.53125,22.03125,22.0625,10.676759,13726800
07/08/92,22.09375,22.15625,21.65625,21.78125,10.54065,11211200
10/08/92,21.8125,22.1875,21.8125,22.125,10.707005,6414000
11/08/92,22.09375,22.15625,21.9375,22,10.646511,5900400
12/08/92,22.03125,22.25,22,22.09375,10.691882,5770000
13/08/92,22.15625,22.28125,21.96875,22.03125,10.661633,5375600
14/08/92,22.09375,22.1875,22.0625,22.09375,10.691882,3994400
